id,name,score,score2
2453,student_2453,54,71
2454,student_2454,63,61
2455,student_2455,97,74
2456,student_2456,78,78
2457,student_2457,79,51
2458,student_2458,85,56
2459,student_2459,95,51
2460,student_2460,73,96
2461,student_2461,58,86
2462,student_2462,54,92
2463,student_2463,57,91
2464,student_2464,99,56
2465,student_2465,54,50
2466,student_2466,72,77
2467,student_2467,73,100
2468,student_2468,81,93
2469,student_2469,69,95
2470,student_2470,80,70
2471,student_2471,64,54
2472,student_2472,79,58
2473,student_2473,52,75
2474,student_2474,86,86
2475,student_2475,67,78
2476,student_2476,67,52
2477,student_2477,61,88
2478,student_2478,96,55
2479,student_2479,93,92
2480,student_2480,81,73
2481,student_2481,55,61
2482,student_2482,77,87
2483,student_2483,87,100
2484,student_2484,71,87
2485,student_2485,80,77
2486,student_2486,68,59
2487,student_2487,99,62
2488,student_2488,100,88
2489,student_2489,86,93
2490,student_2490,83,93
2491,student_2491,100,62
2492,student_2492,64,60
2493,student_2493,72,86
2494,student_2494,53,51
2495,student_2495,53,74
2496,student_2496,60,91
2497,student_2497,74,88
2498,student_2498,64,89
2499,student_2499,82,55
2500,student_2500,62,67
2501,student_2501,71,79
2502,student_2502,61,53
2503,student_2503,84,79
2504,student_2504,76,85
2505,student_2505,58,100
2506,student_2506,76,50
2507,student_2507,88,68
2508,student_2508,86,76
2509,student_2509,52,78
2510,student_2510,65,52
2511,student_2511,60,95
2512,student_2512,76,71
2513,student_2513,70,68
2514,student_2514,57,92
2515,student_2515,60,88
2516,student_2516,57,68
2517,student_2517,55,95
2518,student_2518,96,90
2519,student_2519,66,68
2520,student_2520,88,80
2521,student_2521,83,56
2522,student_2522,65,91
2523,student_2523,72,53
2524,student_2524,77,75
2525,student_2525,77,69
2526,student_2526,77,77
2527,student_2527,100,65
2528,student_2528,91,67
2529,student_2529,53,82
2530,student_2530,89,66
2531,student_2531,82,99
2532,student_2532,98,84
2533,student_2533,76,87
2534,student_2534,83,66
2535,student_2535,86,60
2536,student_2536,59,67
2537,student_2537,54,59
2538,student_2538,55,81
2539,student_2539,59,61
2540,student_2540,79,69
2541,student_2541,64,52
2542,student_2542,71,50
2543,student_2543,86,72
2544,student_2544,88,63
2545,student_2545,56,56
2546,student_2546,51,93
2547,student_2547,86,75
2548,student_2548,63,80
2549,student_2549,68,57
2550,student_2550,73,71
2551,student_2551,67,57
2552,student_2552,69,69
2553,student_2553,77,63
2554,student_2554,98,97
2555,student_2555,69,81
2556,student_2556,66,95
2557,student_2557,70,57
2558,student_2558,94,94
2559,student_2559,81,85
2560,student_2560,63,82
2561,student_2561,100,61
2562,student_2562,94,61
2563,student_2563,98,64
2564,student_2564,65,71
2565,student_2565,75,98
2566,student_2566,95,99
2567,student_2567,84,66
2568,student_2568,76,95
2569,student_2569,78,53
2570,student_2570,52,61
2571,student_2571,52,58
2572,student_2572,78,89
2573,student_2573,63,64
2574,student_2574,76,60
2575,student_2575,87,70
2576,student_2576,77,91
2577,student_2577,59,93
2578,student_2578,76,71
2579,student_2579,97,63
2580,student_2580,90,85
2581,student_2581,50,55
2582,student_2582,91,95
2583,student_2583,92,52
2584,student_2584,94,75
2585,student_2585,84,62
2586,student_2586,80,85
2587,student_2587,76,61
2588,student_2588,79,69
2589,student_2589,79,79
2590,student_2590,68,84
2591,student_2591,99,70
2592,student_2592,51,99
2593,student_2593,63,59
2594,student_2594,55,51
2595,student_2595,86,52
2596,student_2596,77,97
2597,student_2597,58,84
2598,student_2598,57,67
2599,student_2599,60,99
2600,student_2600,91,90
2601,student_2601,88,94
2602,student_2602,57,60
2603,student_2603,77,84
2604,student_2604,52,91
2605,student_2605,57,72
2606,student_2606,77,79
2607,student_2607,82,70
2608,student_2608,58,85
2609,student_2609,71,99
2610,student_2610,96,63
2611,student_2611,93,58
2612,student_2612,90,54
2613,student_2613,57,77
2614,student_2614,80,51
2615,student_2615,54,81
2616,student_2616,82,77
2617,student_2617,90,62
2618,student_2618,97,60
2619,student_2619,99,84
2620,student_2620,66,61
2621,student_2621,82,73
2622,student_2622,85,87
2623,student_2623,80,67
2624,student_2624,66,65
2625,student_2625,62,97
2626,student_2626,80,90
2627,student_2627,86,72
2628,student_2628,76,83
2629,student_2629,73,95
2630,student_2630,91,89
2631,student_2631,81,80
2632,student_2632,59,85
2633,student_2633,70,87
2634,student_2634,89,60
2635,student_2635,98,76
2636,student_2636,50,76
2637,student_2637,73,91
2638,student_2638,88,79
2639,student_2639,68,52
2640,student_2640,68,51
2641,student_2641,93,57
2642,student_2642,72,54
2643,student_2643,94,61
2644,student_2644,97,54
2645,student_2645,68,51
2646,student_2646,62,75
2647,student_2647,50,86
2648,student_2648,60,75
2649,student_2649,73,60
2650,student_2650,68,100
2651,student_2651,52,78
2652,student_2652,88,50
2653,student_2653,70,61
2654,student_2654,59,99
2655,student_2655,56,80
2656,student_2656,80,100
2657,student_2657,92,94
2658,student_2658,95,94
2659,student_2659,51,86
2660,student_2660,93,84
2661,student_2661,72,66
2662,student_2662,53,68
2663,student_2663,63,53
2664,student_2664,50,77
2665,student_2665,92,100
2666,student_2666,62,68
2667,student_2667,65,75
2668,student_2668,93,86
2669,student_2669,89,56
2670,student_2670,86,80
2671,student_2671,96,94
2672,student_2672,86,89
2673,student_2673,88,61
2674,student_2674,50,97
2675,student_2675,68,96
2676,student_2676,70,75
2677,student_2677,83,53
2678,student_2678,94,78
2679,student_2679,85,71
2680,student_2680,73,51
2681,student_2681,66,93
2682,student_2682,64,87
2683,student_2683,54,60
2684,student_2684,53,56
2685,student_2685,78,51
2686,student_2686,63,64
2687,student_2687,94,75
2688,student_2688,51,95
2689,student_2689,83,75
2690,student_2690,79,53
2691,student_2691,51,84
2692,student_2692,97,99
2693,student_2693,79,55
2694,student_2694,99,61
2695,student_2695,66,67
2696,student_2696,87,79
2697,student_2697,71,67
2698,student_2698,56,52
2699,student_2699,88,53
2700,student_2700,94,80
2701,student_2701,86,68
2702,student_2702,83,80
2703,student_2703,72,75
2704,student_2704,87,62
2705,student_2705,54,99
2706,student_2706,96,92
2707,student_2707,68,94
2708,student_2708,75,73
2709,student_2709,60,57
2710,student_2710,93,96
2711,student_2711,79,98
2712,student_2712,56,99
2713,student_2713,78,64
2714,student_2714,66,77
2715,student_2715,62,78
2716,student_2716,87,88
2717,student_2717,65,83
2718,student_2718,59,57
2719,student_2719,76,56
2720,student_2720,95,59
2721,student_2721,87,68
2722,student_2722,54,60
2723,student_2723,80,57
2724,student_2724,63,86
2725,student_2725,88,63
2726,student_2726,72,100
2727,student_2727,61,89
2728,student_2728,75,68
2729,student_2729,68,79
2730,student_2730,66,63
2731,student_2731,81,50
2732,student_2732,68,82
2733,student_2733,72,74
2734,student_2734,68,71
2735,student_2735,62,60
2736,student_2736,79,50
2737,student_2737,96,92
2738,student_2738,68,95
2739,student_2739,96,56
2740,student_2740,65,80
2741,student_2741,86,50
2742,student_2742,58,88
2743,student_2743,86,57
2744,student_2744,99,59
2745,student_2745,93,83
2746,student_2746,67,68
2747,student_2747,64,86
2748,student_2748,76,76
2749,student_2749,96,82
2750,student_2750,98,56
2751,student_2751,92,88
2752,student_2752,93,98
2753,student_2753,61,67
2754,student_2754,56,92
2755,student_2755,98,69
2756,student_2756,64,98
2757,student_2757,59,62
2758,student_2758,52,79
2759,student_2759,80,86
2760,student_2760,59,89
2761,student_2761,97,90
2762,student_2762,58,84
2763,student_2763,61,66
2764,student_2764,78,79
2765,student_2765,86,65
2766,student_2766,60,99
2767,student_2767,89,58
2768,student_2768,54,95
2769,student_2769,64,61
2770,student_2770,71,55
2771,student_2771,57,64
2772,student_2772,78,65
2773,student_2773,100,56
2774,student_2774,61,58
2775,student_2775,84,95
2776,student_2776,62,53
2777,student_2777,97,57
2778,student_2778,73,83
2779,student_2779,70,84
2780,student_2780,85,89
2781,student_2781,82,76
2782,student_2782,92,78
2783,student_2783,71,97
2784,student_2784,53,69
2785,student_2785,52,61
2786,student_2786,100,86
2787,student_2787,95,97
2788,student_2788,73,98
2789,student_2789,61,92
2790,student_2790,60,80
2791,student_2791,93,63
2792,student_2792,96,97
2793,student_2793,50,86
2794,student_2794,72,96
2795,student_2795,80,74
2796,student_2796,59,90
2797,student_2797,51,67
2798,student_2798,54,70
2799,student_2799,82,55
2800,student_2800,56,61
2801,student_2801,61,99
2802,student_2802,55,79
2803,student_2803,73,71
2804,student_2804,63,64
2805,student_2805,89,60
2806,student_2806,78,68
2807,student_2807,51,92
2808,student_2808,57,63
2809,student_2809,65,63
2810,student_2810,53,61
2811,student_2811,79,87
2812,student_2812,58,88
2813,student_2813,97,97
2814,student_2814,54,51
2815,student_2815,67,85
2816,student_2816,92,70
2817,student_2817,54,80
2818,student_2818,81,83
2819,student_2819,81,92
2820,student_2820,93,53
2821,student_2821,82,62
2822,student_2822,78,70
2823,student_2823,55,99
2824,student_2824,90,55
2825,student_2825,97,90
2826,student_2826,88,99
2827,student_2827,97,60
2828,student_2828,91,94
2829,student_2829,99,55
2830,student_2830,56,55
2831,student_2831,98,74
2832,student_2832,53,55
2833,student_2833,99,77
2834,student_2834,71,60
2835,student_2835,76,100
2836,student_2836,94,76
2837,student_2837,66,98
2838,student_2838,76,67
2839,student_2839,69,55
2840,student_2840,96,51
2841,student_2841,86,77
2842,student_2842,65,93
2843,student_2843,51,76
2844,student_2844,68,50
2845,student_2845,64,86
2846,student_2846,82,59
2847,student_2847,79,97
2848,student_2848,60,79
2849,student_2849,82,93
2850,student_2850,63,86
2851,student_2851,67,51
2852,student_2852,86,94
2853,student_2853,57,88
2854,student_2854,85,89
2855,student_2855,70,76
2856,student_2856,52,98
2857,student_2857,77,74
2858,student_2858,63,98
2859,student_2859,58,73
2860,student_2860,78,59
2861,student_2861,67,81
2862,student_2862,57,74
2863,student_2863,68,81
2864,student_2864,84,66
2865,student_2865,90,82
2866,student_2866,62,95
2867,student_2867,74,55
2868,student_2868,63,80
2869,student_2869,97,54
2870,student_2870,87,93
2871,student_2871,65,54
2872,student_2872,70,52
2873,student_2873,87,88
2874,student_2874,58,83
2875,student_2875,74,50
2876,student_2876,81,63
2877,student_2877,81,81
2878,student_2878,81,50
2879,student_2879,56,63
2880,student_2880,100,97
2881,student_2881,52,65
2882,student_2882,95,68
2883,student_2883,63,99
2884,student_2884,69,60
2885,student_2885,51,57
2886,student_2886,80,58
2887,student_2887,65,65
2888,student_2888,81,53
2889,student_2889,56,92
2890,student_2890,82,77
2891,student_2891,85,51
2892,student_2892,60,78
2893,student_2893,100,77
2894,student_2894,65,92
2895,student_2895,54,57
2896,student_2896,61,61
2897,student_2897,73,66
2898,student_2898,68,91
2899,student_2899,75,80
2900,student_2900,62,60
2901,student_2901,98,84
2902,student_2902,58,50
2903,student_2903,56,74
2904,student_2904,57,65
2905,student_2905,80,73
2906,student_2906,70,78
2907,student_2907,67,52
2908,student_2908,54,75
2909,student_2909,98,78
2910,student_2910,95,90
2911,student_2911,52,58
2912,student_2912,54,72
2913,student_2913,95,88
2914,student_2914,100,97
2915,student_2915,80,71
2916,student_2916,59,73
2917,student_2917,69,77
2918,student_2918,50,93
2919,student_2919,95,81
2920,student_2920,94,92
2921,student_2921,58,70
2922,student_2922,52,79
2923,student_2923,90,91
2924,student_2924,87,71
2925,student_2925,78,54
2926,student_2926,71,90
2927,student_2927,50,55
2928,student_2928,84,94
2929,student_2929,71,93
2930,student_2930,62,91
2931,student_2931,56,73
2932,student_2932,79,69
2933,student_2933,91,85
2934,student_2934,87,78
2935,student_2935,69,95
2936,student_2936,69,57
2937,student_2937,61,93
2938,student_2938,80,77
2939,student_2939,87,79
2940,student_2940,74,86
2941,student_2941,81,84
2942,student_2942,85,51
2943,student_2943,54,53
2944,student_2944,91,90
2945,student_2945,71,69
2946,student_2946,93,57
2947,student_2947,52,81
2948,student_2948,88,67
2949,student_2949,68,66
2950,student_2950,99,72
2951,student_2951,79,67
2952,student_2952,80,82
2953,student_2953,84,53
2954,student_2954,60,56
2955,student_2955,61,70
2956,student_2956,69,80
2957,student_2957,82,62
2958,student_2958,78,94
2959,student_2959,96,82
2960,student_2960,57,86
2961,student_2961,100,79
2962,student_2962,96,82
2963,student_2963,51,95
2964,student_2964,78,71
2965,student_2965,94,69
2966,student_2966,72,77
2967,student_2967,76,58
2968,student_2968,56,87
2969,student_2969,53,70
2970,student_2970,91,64
2971,student_2971,53,79
2972,student_2972,52,56
2973,student_2973,59,70
2974,student_2974,72,92
2975,student_2975,56,70
2976,student_2976,89,92
2977,student_2977,50,100
2978,student_2978,86,75
2979,student_2979,80,99
2980,student_2980,68,89
2981,student_2981,81,51
2982,student_2982,83,95
2983,student_2983,70,86
2984,student_2984,81,85
2985,student_2985,54,92
2986,student_2986,50,53
2987,student_2987,75,77
2988,student_2988,53,65
2989,student_2989,91,78
2990,student_2990,92,71
2991,student_2991,72,92
2992,student_2992,57,65
2993,student_2993,88,71
2994,student_2994,84,87
2995,student_2995,98,92
2996,student_2996,65,97
2997,student_2997,87,58
2998,student_2998,80,85
2999,student_2999,83,71
3000,student_3000,56,75
3001,student_3001,83,97
3002,student_3002,61,96
3003,student_3003,50,83
3004,student_3004,74,67
3005,student_3005,52,60
3006,student_3006,86,56
3007,student_3007,93,67
3008,student_3008,100,70
3009,student_3009,98,97
3010,student_3010,65,97
3011,student_3011,69,64
3012,student_3012,91,94
3013,student_3013,53,80
3014,student_3014,77,90
3015,student_3015,63,70
3016,student_3016,85,80
3017,student_3017,55,62
3018,student_3018,79,50
3019,student_3019,54,57
3020,student_3020,72,80
3021,student_3021,95,66
3022,student_3022,100,88
3023,student_3023,94,77
3024,student_3024,67,92
3025,student_3025,93,90
3026,student_3026,56,92
3027,student_3027,67,84
3028,student_3028,70,53
3029,student_3029,69,83
3030,student_3030,85,75
3031,student_3031,51,85
3032,student_3032,68,96
3033,student_3033,75,55
3034,student_3034,60,77
3035,student_3035,71,78
3036,student_3036,96,85
3037,student_3037,64,58
3038,student_3038,86,97
3039,student_3039,95,77
3040,student_3040,86,95
3041,student_3041,55,63
3042,student_3042,98,59
3043,student_3043,79,64
3044,student_3044,59,92
3045,student_3045,73,70
3046,student_3046,93,80
3047,student_3047,53,92
3048,student_3048,67,60
3049,student_3049,87,65
3050,student_3050,79,60
3051,student_3051,55,50
3052,student_3052,77,57
3053,student_3053,50,76
3054,student_3054,86,50
3055,student_3055,67,75
3056,student_3056,87,63
3057,student_3057,50,64
3058,student_3058,76,86
3059,student_3059,53,64
3060,student_3060,81,65
3061,student_3061,85,65
3062,student_3062,68,83
3063,student_3063,58,83
3064,student_3064,77,88
3065,student_3065,50,75
3066,student_3066,62,84
3067,student_3067,89,91
3068,student_3068,60,62
3069,student_3069,78,88
3070,student_3070,73,97
3071,student_3071,81,75
3072,student_3072,73,75
3073,student_3073,99,75
3074,student_3074,74,71
3075,student_3075,65,69
3076,student_3076,52,86
3077,student_3077,98,95
3078,student_3078,78,64
3079,student_3079,78,82
3080,student_3080,87,87
3081,student_3081,83,81
3082,student_3082,92,70
3083,student_3083,83,66
3084,student_3084,100,53
3085,student_3085,53,87
3086,student_3086,54,58
3087,student_3087,56,68
3088,student_3088,69,80
3089,student_3089,99,54
3090,student_3090,62,68
3091,student_3091,94,55
3092,student_3092,97,53
3093,student_3093,55,91
3094,student_3094,81,99
3095,student_3095,70,100
3096,student_3096,98,71
3097,student_3097,84,76
3098,student_3098,70,51
3099,student_3099,92,65
3100,student_3100,79,90
3101,student_3101,56,64
3102,student_3102,92,92
3103,student_3103,99,74
3104,student_3104,55,63
3105,student_3105,66,53
3106,student_3106,57,100
3107,student_3107,85,87
3108,student_3108,51,87
3109,student_3109,78,89
3110,student_3110,78,100
3111,student_3111,80,76
3112,student_3112,90,95
3113,student_3113,51,64
3114,student_3114,81,56
3115,student_3115,71,97
3116,student_3116,86,98
3117,student_3117,88,75
3118,student_3118,92,97
3119,student_3119,97,52
3120,student_3120,100,78
3121,student_3121,100,92
3122,student_3122,86,56
3123,student_3123,70,89
3124,student_3124,88,71
3125,student_3125,86,64
3126,student_3126,55,90
3127,student_3127,62,69
3128,student_3128,64,84
3129,student_3129,90,88
3130,student_3130,85,85
3131,student_3131,94,96
3132,student_3132,93,71
3133,student_3133,89,54
3134,student_3134,61,75
3135,student_3135,81,70
3136,student_3136,79,97
3137,student_3137,86,88
3138,student_3138,60,55
3139,student_3139,82,77
3140,student_3140,54,82
3141,student_3141,71,67
3142,student_3142,79,100
3143,student_3143,57,58
3144,student_3144,58,94
3145,student_3145,60,79
3146,student_3146,85,57
3147,student_3147,65,78
3148,student_3148,89,96
3149,student_3149,51,95
3150,student_3150,86,82
3151,student_3151,65,69
3152,student_3152,67,89
3153,student_3153,73,58
3154,student_3154,60,78
3155,student_3155,75,86
3156,student_3156,93,67
3157,student_3157,64,81
3158,student_3158,73,84
3159,student_3159,66,97
3160,student_3160,87,77
3161,student_3161,73,94
3162,student_3162,92,83
3163,student_3163,76,95
3164,student_3164,69,99
3165,student_3165,78,95
3166,student_3166,60,63
3167,student_3167,56,78
3168,student_3168,77,84
3169,student_3169,80,65
3170,student_3170,93,92
3171,student_3171,99,83
3172,student_3172,60,87
3173,student_3173,97,100
3174,student_3174,93,65
3175,student_3175,99,61
3176,student_3176,65,53
3177,student_3177,90,79
3178,student_3178,77,85
3179,student_3179,81,100
3180,student_3180,60,93
3181,student_3181,90,94
3182,student_3182,92,76
3183,student_3183,96,96
3184,student_3184,65,74
3185,student_3185,98,99
3186,student_3186,88,83
3187,student_3187,98,51
3188,student_3188,96,85
3189,student_3189,51,78
3190,student_3190,92,87
3191,student_3191,71,52
3192,student_3192,95,90
3193,student_3193,66,61
3194,student_3194,88,90
3195,student_3195,54,78
3196,student_3196,78,53
3197,student_3197,95,96
3198,student_3198,54,87
3199,student_3199,97,70
3200,student_3200,83,68
3201,student_3201,57,58
3202,student_3202,69,71
3203,student_3203,93,89
3204,student_3204,71,85
3205,student_3205,89,57
3206,student_3206,92,50
3207,student_3207,52,79
3208,student_3208,94,63
3209,student_3209,55,69
3210,student_3210,73,91
3211,student_3211,55,83
3212,student_3212,86,97
3213,student_3213,85,99
3214,student_3214,72,64
3215,student_3215,64,81
3216,student_3216,84,70
3217,student_3217,63,58
3218,student_3218,94,90
3219,student_3219,64,86
3220,student_3220,94,71
3221,student_3221,58,56
3222,student_3222,84,86
3223,student_3223,73,76
3224,student_3224,72,57
3225,student_3225,67,82
3226,student_3226,78,61
3227,student_3227,57,52
3228,student_3228,83,94
3229,student_3229,82,74
3230,student_3230,75,75
3231,student_3231,50,75
3232,student_3232,51,70
3233,student_3233,95,90
3234,student_3234,97,100
3235,student_3235,79,71
3236,student_3236,87,84
3237,student_3237,83,74
3238,student_3238,59,58
3239,student_3239,95,70
3240,student_3240,60,57
3241,student_3241,89,81
3242,student_3242,69,89
3243,student_3243,89,72
3244,student_3244,55,72
3245,student_3245,95,84
3246,student_3246,76,74
3247,student_3247,65,72
3248,student_3248,68,60
3249,student_3249,74,66
3250,student_3250,81,81
3251,student_3251,80,83
3252,student_3252,88,80
3253,student_3253,98,81
3254,student_3254,61,98
3255,student_3255,54,85
3256,student_3256,61,81
3257,student_3257,81,86
3258,student_3258,96,56
3259,student_3259,71,78
3260,student_3260,99,80
3261,student_3261,68,57
3262,student_3262,96,66
3263,student_3263,81,72
3264,student_3264,80,82
3265,student_3265,85,78
3266,student_3266,66,76
3267,student_3267,69,91
3268,student_3268,65,75
3269,student_3269,55,52
3270,student_3270,85,75
3271,student_3271,85,79
3272,student_3272,76,91
3273,student_3273,72,88
3274,student_3274,59,62
3275,student_3275,69,95
3276,student_3276,73,56
3277,student_3277,83,89
3278,student_3278,71,58
3279,student_3279,94,52
3280,student_3280,63,54
3281,student_3281,84,58
3282,student_3282,74,55
3283,student_3283,85,83
3284,student_3284,71,68
3285,student_3285,73,61
3286,student_3286,81,60
3287,student_3287,95,62
3288,student_3288,64,79
3289,student_3289,56,53
3290,student_3290,74,92
3291,student_3291,61,92
3292,student_3292,82,55
3293,student_3293,64,62
3294,student_3294,53,95
3295,student_3295,96,98
3296,student_3296,85,59
3297,student_3297,76,60
3298,student_3298,86,51
3299,student_3299,51,60
3300,student_3300,86,57
3301,student_3301,70,94
3302,student_3302,94,67
3303,student_3303,67,58
3304,student_3304,54,80
3305,student_3305,52,81
3306,student_3306,83,92
3307,student_3307,62,74
3308,student_3308,66,94
3309,student_3309,60,100
3310,student_3310,93,80
3311,student_3311,82,72
3312,student_3312,65,66
3313,student_3313,95,57
3314,student_3314,53,65
3315,student_3315,85,86
3316,student_3316,93,67
3317,student_3317,69,73
3318,student_3318,99,57
3319,student_3319,92,89
3320,student_3320,100,88
3321,student_3321,89,74
3322,student_3322,97,69
3323,student_3323,53,86
3324,student_3324,80,99
3325,student_3325,51,91
3326,student_3326,66,75
3327,student_3327,85,56
3328,student_3328,77,54
3329,student_3329,100,53
3330,student_3330,55,61
3331,student_3331,100,50
3332,student_3332,97,94
3333,student_3333,95,97
3334,student_3334,62,78
3335,student_3335,58,92
3336,student_3336,99,61
3337,student_3337,92,97
3338,student_3338,73,65
3339,student_3339,64,67
3340,student_3340,83,90
3341,student_3341,71,54
3342,student_3342,65,76
3343,student_3343,70,70
3344,student_3344,62,56
3345,student_3345,72,57
3346,student_3346,65,64
3347,student_3347,85,80
3348,student_3348,50,63
3349,student_3349,63,53
3350,student_3350,93,83
3351,student_3351,51,74
3352,student_3352,98,53
3353,student_3353,57,86
3354,student_3354,81,53
3355,student_3355,55,68
3356,student_3356,89,82
3357,student_3357,54,55
3358,student_3358,82,99
3359,student_3359,93,86
3360,student_3360,67,84
3361,student_3361,69,59
3362,student_3362,80,55
3363,student_3363,72,75
3364,student_3364,51,77
3365,student_3365,57,70
3366,student_3366,53,94
3367,student_3367,59,50
3368,student_3368,62,67
3369,student_3369,77,98
3370,student_3370,58,99
3371,student_3371,64,58
3372,student_3372,53,96
3373,student_3373,64,76
3374,student_3374,67,83
3375,student_3375,61,52
3376,student_3376,90,69
3377,student_3377,99,57
3378,student_3378,81,84
3379,student_3379,67,100
3380,student_3380,73,56
3381,student_3381,83,68
3382,student_3382,81,84
3383,student_3383,52,70
3384,student_3384,87,98
3385,student_3385,99,98
3386,student_3386,94,69
3387,student_3387,79,70
3388,student_3388,59,90
3389,student_3389,88,51
3390,student_3390,70,88
3391,student_3391,97,99
3392,student_3392,70,74
3393,student_3393,86,73
3394,student_3394,77,96
3395,student_3395,65,78
3396,student_3396,87,90
3397,student_3397,95,81
3398,student_3398,58,95
3399,student_3399,98,60
3400,student_3400,100,50
3401,student_3401,66,85
3402,student_3402,74,78
3403,student_3403,80,55
3404,student_3404,77,57
3405,student_3405,70,51
3406,student_3406,96,71
3407,student_3407,72,56
3408,student_3408,77,66
3409,student_3409,60,67
3410,student_3410,61,52
3411,student_3411,97,70
3412,student_3412,60,59
3413,student_3413,98,62
3414,student_3414,80,76
3415,student_3415,51,99
3416,student_3416,69,99
3417,student_3417,60,73
3418,student_3418,100,82
3419,student_3419,51,81
3420,student_3420,53,59
3421,student_3421,78,82
3422,student_3422,89,57
3423,student_3423,74,88
3424,student_3424,87,76
3425,student_3425,99,89
3426,student_3426,74,91
3427,student_3427,56,59
3428,student_3428,98,81
3429,student_3429,97,54
3430,student_3430,50,99
3431,student_3431,97,74
3432,student_3432,92,52
3433,student_3433,99,74
3434,student_3434,94,93
3435,student_3435,69,71
3436,student_3436,87,88
3437,student_3437,52,69
3438,student_3438,93,100
3439,student_3439,66,59
3440,student_3440,87,62
3441,student_3441,82,72
3442,student_3442,91,50
3443,student_3443,83,68
3444,student_3444,93,53
3445,student_3445,97,95
3446,student_3446,53,59
3447,student_3447,58,76
3448,student_3448,90,87
3449,student_3449,82,90
3450,student_3450,84,56
3451,student_3451,80,88
3452,student_3452,56,52
3453,student_3453,76,52
3454,student_3454,85,83
3455,student_3455,87,70
3456,student_3456,67,57
3457,student_3457,58,85
3458,student_3458,85,100
3459,student_3459,76,83
3460,student_3460,60,78
3461,student_3461,59,90
3462,student_3462,99,51
3463,student_3463,65,51
3464,student_3464,57,91
3465,student_3465,89,87
3466,student_3466,65,79
3467,student_3467,50,57
3468,student_3468,66,58
3469,student_3469,93,70
3470,student_3470,66,85
3471,student_3471,51,54
3472,student_3472,66,65
3473,student_3473,87,76
3474,student_3474,64,63
3475,student_3475,71,96
3476,student_3476,59,74
3477,student_3477,78,72
3478,student_3478,99,94
3479,student_3479,65,68
3480,student_3480,73,87
3481,student_3481,57,68
3482,student_3482,87,72
3483,student_3483,65,88
3484,student_3484,73,59
3485,student_3485,56,99
3486,student_3486,80,79
3487,student_3487,66,70
3488,student_3488,91,53
3489,student_3489,50,54
3490,student_3490,59,57
3491,student_3491,79,79
3492,student_3492,58,55
3493,student_3493,79,67
3494,student_3494,78,58
3495,student_3495,94,97
3496,student_3496,92,97
3497,student_3497,62,84
3498,student_3498,97,52
3499,student_3499,73,88
3500,student_3500,64,62
3501,student_3501,58,90
3502,student_3502,88,77
3503,student_3503,63,73
3504,student_3504,97,56
3505,student_3505,95,72
3506,student_3506,60,86
3507,student_3507,62,73
3508,student_3508,93,90
3509,student_3509,63,72
3510,student_3510,66,66
3511,student_3511,79,74
3512,student_3512,99,84
3513,student_3513,99,98
3514,student_3514,87,52
3515,student_3515,84,55
3516,student_3516,81,87
3517,student_3517,91,96
3518,student_3518,89,90
3519,student_3519,80,50
3520,student_3520,97,99
3521,student_3521,81,77
3522,student_3522,67,78
3523,student_3523,65,55
3524,student_3524,72,66
3525,student_3525,57,51
3526,student_3526,97,66
3527,student_3527,100,82
3528,student_3528,76,58
3529,student_3529,95,54
3530,student_3530,85,73
3531,student_3531,91,85
3532,student_3532,98,89
3533,student_3533,53,82
3534,student_3534,98,51
3535,student_3535,76,70
3536,student_3536,50,73
3537,student_3537,58,64
3538,student_3538,72,66
3539,student_3539,71,50
3540,student_3540,60,56
3541,student_3541,58,82
3542,student_3542,84,87
3543,student_3543,85,74
3544,student_3544,60,59
3545,student_3545,89,56
3546,student_3546,87,90
3547,student_3547,73,71
3548,student_3548,74,75
3549,student_3549,94,76
3550,student_3550,76,84
3551,student_3551,62,97
3552,student_3552,71,65
3553,student_3553,85,52
3554,student_3554,90,72
3555,student_3555,85,70
3556,student_3556,51,97
3557,student_3557,89,51
3558,student_3558,91,95
3559,student_3559,82,70
3560,student_3560,95,58
3561,student_3561,97,55
3562,student_3562,64,98
3563,student_3563,80,92
3564,student_3564,84,90
3565,student_3565,88,53
3566,student_3566,78,83
3567,student_3567,65,74
3568,student_3568,98,51
3569,student_3569,97,91
3570,student_3570,78,91
3571,student_3571,59,80
3572,student_3572,88,83
3573,student_3573,98,50
3574,student_3574,81,79
3575,student_3575,71,79
3576,student_3576,87,71
3577,student_3577,79,70
3578,student_3578,60,61
3579,student_3579,61,68
3580,student_3580,79,95
3581,student_3581,68,96
3582,student_3582,50,88
3583,student_3583,65,83
3584,student_3584,68,88
3585,student_3585,86,64
3586,student_3586,94,82
3587,student_3587,53,51
3588,student_3588,93,65
3589,student_3589,94,68
3590,student_3590,53,82
3591,student_3591,82,98
3592,student_3592,82,92
3593,student_3593,89,92
3594,student_3594,65,61
3595,student_3595,61,84
3596,student_3596,87,65
3597,student_3597,84,73
3598,student_3598,65,69
3599,student_3599,82,85
3600,student_3600,66,98
3601,student_3601,71,74
3602,student_3602,100,65
3603,student_3603,93,59
3604,student_3604,69,71
3605,student_3605,69,54
3606,student_3606,81,70
3607,student_3607,69,50
3608,student_3608,51,82
3609,student_3609,85,73
3610,student_3610,50,73
3611,student_3611,54,60
3612,student_3612,51,99
3613,student_3613,57,52
3614,student_3614,87,84
3615,student_3615,93,87
3616,student_3616,75,96
3617,student_3617,86,69
